observation_id,entry_date,exit_date,underlying_return,coverage_status,put_spread_overlay_return,collar_overlay_return,put_spread_total_return,collar_total_return
SPY_20220831_20220930,2022-08-31,2022-09-30,-0.0908922907629874,executable_exact_contracts,0.02963674529541552,0.036265028605781,-0.06125554546757188,-0.0546272621572064
SPY_20220930_20221031,2022-09-30,2022-10-31,0.0995182951809006,executable_exact_contracts,-0.005133119702778476,-0.02455973055949195,0.09438517547812213,0.07495856462140865
SPY_20221031_20221130,2022-10-31,2022-11-30,0.0559175077748806,executable_exact_contracts,-0.010079769944597661,-0.010790768367168304,0.04583773783028294,0.0451267394077123
SPY_20221130_20221230,2022-11-30,2022-12-30,-0.0554166900833128,executable_exact_contracts,0.012989239649237788,0.01482856157802894,-0.04242745043407501,-0.04058812850528386
SPY_20221230_20230131,2022-12-30,2023-01-31,0.0596076697136907,executable_exact_contracts,-0.008840832122440006,-0.01736277850912036,0.050766837591250696,0.04224489120457034
SPY_20230131_20230228,2023-01-31,2023-02-28,-0.0296423697310523,executable_exact_contracts,-0.0013087008951182058,-0.0008948824302586937,-0.030951070626170505,-0.030537252161310993
SPY_20230228_20230331,2023-02-28,2023-03-31,0.0198668609521555,executable_exact_contracts,-0.008266966137517158,-0.008054720537067423,0.011599894814638342,0.011812140415088077
SPY_20230331_20230428,2023-03-31,2023-04-28,0.0101960423025272,executable_exact_contracts,-0.007178356960521292,-0.0076132538540667725,0.003017685342005908,0.0025827884484604276
SPY_20230428_20230531,2023-04-28,2023-05-31,-0.0104173635050343,executable_exact_contracts,-0.00598275017145121,-0.006058289946343272,-0.01640011367648551,-0.01647565345137757
SPY_20230531_20230630,2023-05-31,2023-06-30,0.0678453024149047,executable_exact_contracts,-0.006431480724191055,-0.02999185438256826,0.061413821690713646,0.037853448032336444
SPY_20230630_20230731,2023-06-30,2023-07-31,0.0359031735548557,executable_exact_contracts,-0.003921581957232392,-0.008205663086982062,0.03198159159762331,0.027697510467873637
SPY_20230731_20230831,2023-07-31,2023-08-31,-0.0144760868189134,executable_exact_contracts,-0.0028627784920805875,-0.0022701651099619946,-0.017338865310993986,-0.016746251928875393
SPY_20230831_20230929,2023-08-31,2023-09-29,-0.0481280710251054,executable_exact_contracts,0.02044465463211646,0.023178640632331493,-0.02768341639298894,-0.024949430392773905
SPY_20230929_20231031,2023-09-29,2023-10-31,-0.0258410572187625,executable_exact_contracts,-1.4593876513267285e-05,0.0009096849693270614,-0.025855651095275767,-0.024931372249435438
SPY_20231031_20231130,2023-10-31,2023-11-30,0.088676380852638,executable_exact_contracts,-0.007871582529965596,-0.047204632316464566,0.0808047983226724,0.041471748536173435
SPY_20231130_20231229,2023-11-30,2023-12-29,0.0593818087869929,executable_exact_contracts,-0.0036359886428085227,-0.01732790076265766,0.05574582014418438,0.04205390802433524
SPY_20231229_20240131,2023-12-29,2024-01-31,0.01550714494781,executable_exact_contracts,-0.004348721682897415,-0.004740890972938265,0.011158423264912586,0.010766253974871735
SPY_20240131_20240229,2024-01-31,2024-02-29,0.0619945171799739,executable_exact_contracts,-0.00528849165062633,-0.018498997963626407,0.05670602552934757,0.04349551921634749
SPY_20240229_20240328,2024-02-29,2024-03-28,0.0340997550885085,executable_exact_contracts,-0.0036605997888621367,-0.00677903947536496,0.030439155299646366,0.027320715613143542
SPY_20240328_20240430,2024-03-28,2024-04-30,-0.0514056402847065,executable_exact_contracts,0.012323492666369557,0.015224763361366874,-0.03908214761833694,-0.03618087692333962
SPY_20240430_20240531,2024-04-30,2024-05-31,0.0505047516906946,executable_exact_contracts,-0.004865853371479796,-0.007765622286858712,0.045638898319214805,0.04273912940383589
SPY_20240531_20240628,2024-05-31,2024-06-28,0.0257650255227427,executable_exact_contracts,-0.0035745060515997044,-0.01269673945820136,0.022190519471142995,0.01306828606454134
SPY_20240628_20240731,2024-06-28,2024-07-31,0.0189185886583793,executable_exact_contracts,-0.0032825180380077223,-0.0036228712907965415,0.015636070620371575,0.015295717367582758
SPY_20240731_20240830,2024-07-31,2024-08-30,0.021933253128307,executable_exact_contracts,-0.005634578081756196,-0.00587744782665948,0.016298675046550803,0.01605580530164752
SPY_20240830_20240930,2024-08-30,2024-09-30,0.0169462328020594,executable_exact_contracts,-0.0038446570621381514,-0.006327436551458136,0.013101575739921248,0.010618796250601265
SPY_20240930_20241031,2024-09-30,2024-10-31,-0.0114114650379732,executable_exact_contracts,-0.0024424310254404866,-0.0027106335538563528,-0.013853896063413687,-0.014122098591829554
SPY_20241031_20241129,2024-10-31,2024-11-29,0.0647720296069697,executable_exact_contracts,-0.006271106377959518,-0.016301989997480497,0.05850092322901019,0.04847003960948921
SPY_20241129_20241231,2024-11-29,2024-12-31,-0.044620507697694,executable_exact_contracts,0.005148616452962322,0.005931805463664262,-0.039471891244731674,-0.03868870223402973
SPY_20241231_20250131,2024-12-31,2025-01-31,0.0350556498188506,executable_exact_contracts,-0.00477311446991923,-0.0067270209780733005,0.03028253534893137,0.0283286288407773
SPY_20250131_20250228,2025-01-31,2025-02-28,-0.0117603016310133,executable_exact_contracts,0.0013829307209810378,0.0027420763927068735,-0.010377370910032262,-0.009018225238306426
SPY_20250228_20250331,2025-02-28,2025-03-31,-0.0577121414478098,executable_exact_contracts,0.0063565498647140195,0.011553296099537067,-0.05135559158309578,-0.046158845348272734
SPY_20250331_20250430,2025-03-31,2025-04-30,-0.006468403535985,executable_exact_contracts,-0.0012318848287670577,-0.0006305209330671627,-0.007700288364752057,-0.007098924469052162
SPY_20250430_20250530,2025-04-30,2025-05-30,0.0599448094902007,executable_exact_contracts,-0.00936773623180507,-0.02006636748555419,0.05057707325839563,0.03987844200464651
SPY_20250530_20250630,2025-05-30,2025-06-30,0.0457229197928599,executable_exact_contracts,-0.00016603762607942432,-0.03185155126956984,0.04555688216678047,0.013871368523290059
SPY_20250630_20250731,2025-06-30,2025-07-31,0.0100130639752738,executable_exact_contracts,-0.004385642548935822,-0.006096470850096082,0.0056274214263379784,0.003916593125177718
SPY_20250731_20250829,2025-07-31,2025-08-29,0.0319907464368034,executable_exact_contracts,-0.004463787165015873,-0.0056215417611295,0.027526959271787527,0.0263692046756739
SPY_20250829_20250930,2025-08-29,2025-09-30,0.0390287234924313,executable_exact_contracts,-0.00011975021715936098,-0.01784593367824907,0.03890897327527194,0.02118278981418223
SPY_20250930_20251031,2025-09-30,2025-10-31,0.0147163959370477,executable_exact_contracts,-0.004664813640825093,-0.006886153469789424,0.010051582296222607,0.007830242467258275
SPY_20251031_20251128,2025-10-31,2025-11-28,0.0054530172375269,executable_exact_contracts,-0.00017238090239274915,0.0011799175560331424,0.005280636335134151,0.006632934793560042
SPY_20251128_20251231,2025-11-28,2025-12-31,0.0056562562404781,executable_exact_contracts,-0.00014238241075214194,0.0027645918087707815,0.005513873829725958,0.008420848049248881
