date,rank_autocorrelation,top_quantile_turnover,bottom_quantile_turnover
2015-03-31,0.9477818307075435,0.16410256410256407,0.18974358974358974
2015-04-30,0.9680912180180731,0.15306122448979587,0.15306122448979587
2015-05-29,0.9599049285989986,0.1785714285714286,0.1377551020408163
2015-06-30,0.9722515013813138,0.1428571428571429,0.12755102040816324
2015-07-31,0.9685140691392662,0.15306122448979587,0.14795918367346939
2015-08-31,0.9597650445835161,0.18974358974358974,0.17948717948717952
2015-09-30,0.9676252611163455,0.15897435897435896,0.11794871794871797
2015-10-30,0.9623710764514612,0.15306122448979587,0.14795918367346939
2015-11-30,0.9491622847898054,0.173469387755102,0.18367346938775508
2015-12-31,0.9639940047152459,0.1785714285714286,0.16326530612244894
2016-01-29,0.9608724399605435,0.16410256410256407,0.19487179487179485
2016-02-29,0.8541382865506603,0.27692307692307694,0.2666666666666667
2016-03-31,0.9532648699930877,0.16410256410256407,0.14871794871794874
2016-04-29,0.9590052855145467,0.19387755102040816,0.16326530612244894
2016-05-31,0.9759717847183371,0.12182741116751272,0.13705583756345174
2016-06-30,0.9746091054233612,0.16326530612244894,0.11224489795918369
2016-07-29,0.972939572959606,0.16836734693877553,0.12755102040816324
2016-08-31,0.9670692473930614,0.1725888324873096,0.15736040609137059
2016-09-30,0.9665319659502775,0.1675126903553299,0.12690355329949243
2016-10-31,0.9497939116175326,0.18274111675126903,0.13705583756345174
2016-11-30,0.9508075772599536,0.19387755102040816,0.1428571428571429
2016-12-30,0.9466585104090249,0.2142857142857143,0.16836734693877553
2017-01-31,0.9304668809397646,0.24615384615384617,0.16410256410256407
2017-02-28,0.8515718447881767,0.2615384615384615,0.27692307692307694
2017-03-31,0.9234906037488864,0.22564102564102562,0.18974358974358974
2017-04-28,0.9562313055527137,0.17948717948717952,0.09743589743589742
2017-05-31,0.9557923877592387,0.2205128205128205,0.1282051282051282
2017-06-30,0.9535667292150899,0.1743589743589744,0.15384615384615385
2017-07-31,0.9533078929605983,0.19487179487179485,0.14358974358974363
2017-08-31,0.9645125718465588,0.17525773195876293,0.10824742268041232
2017-09-29,0.9529137745086412,0.15384615384615385,0.14871794871794874
2017-10-31,0.9612264819153973,0.15384615384615385,0.11282051282051286
2017-11-30,0.9394960281645246,0.19487179487179485,0.1384615384615384
2017-12-29,0.9491704268142009,0.14871794871794874,0.16923076923076918
2018-01-31,0.9490176991294478,0.16410256410256407,0.1282051282051282
2018-02-28,0.869701843101419,0.24615384615384617,0.22564102564102562
2018-03-29,0.9314731315282279,0.2182741116751269,0.18781725888324874
2018-04-30,0.9558701098430421,0.19289340101522845,0.13197969543147203
2018-05-31,0.961021604841151,0.1785714285714286,0.15816326530612246
2018-06-29,0.9452647264352004,0.19897959183673475,0.12755102040816324
2018-07-31,0.961204498946162,0.15384615384615385,0.1333333333333333
2018-08-31,0.9609546712916373,0.19487179487179485,0.09743589743589742
2018-09-28,0.9595039949427082,0.16410256410256407,0.1384615384615384
2018-10-31,0.9632978852314253,0.18974358974358974,0.10769230769230764
2018-11-30,0.9383121201461516,0.21649484536082475,0.15463917525773196
2018-12-31,0.9574468348931573,0.14948453608247425,0.14948453608247425
2019-01-31,0.9384840604015141,0.15025906735751293,0.1606217616580311
2019-02-28,0.8806803398658628,0.25773195876288657,0.24226804123711343
2019-03-29,0.923021562313328,0.23589743589743595,0.1743589743589744
2019-04-30,0.9727898233331977,0.18556701030927836,0.10824742268041232
2019-05-31,0.9583972542545808,0.18974358974358974,0.1333333333333333
2019-06-28,0.9641713828079339,0.19587628865979378,0.134020618556701
2019-07-31,0.9660137808315826,0.1649484536082474,0.11855670103092786
2019-08-30,0.9744590002484931,0.1649484536082474,0.11855670103092786
2019-09-30,0.9629281778428009,0.19487179487179485,0.1282051282051282
2019-10-31,0.956994083925241,0.18041237113402064,0.134020618556701
2019-11-29,0.9368918388397154,0.2628865979381443,0.1701030927835051
2019-12-31,0.9610352978921689,0.17525773195876293,0.1391752577319587
2020-01-31,0.9325628084964782,0.22164948453608246,0.18556701030927836
2020-02-28,0.8929953968165938,0.24226804123711343,0.2319587628865979
2020-03-31,0.8893001351411165,0.3160621761658031,0.20207253886010368
2020-04-30,0.916985265748136,0.28717948717948716,0.2205128205128205
2020-05-29,0.9349950174644698,0.24102564102564106,0.11794871794871797
2020-06-30,0.9450409748044919,0.20512820512820518,0.16923076923076918
2020-07-31,0.9713051735865145,0.16326530612244894,0.13265306122448983
2020-08-31,0.9553360238153746,0.2102564102564103,0.1333333333333333
2020-09-30,0.946932893525294,0.21649484536082475,0.14432989690721654
2020-10-30,0.9596158131206811,0.21761658031088082,0.14507772020725385
2020-11-30,0.9630625793999074,0.15706806282722519,0.12565445026178013
2020-12-31,0.9573591815328838,0.17801047120418845,0.1518324607329843
2021-01-29,0.9574504161848328,0.19148936170212771,0.14893617021276595
2021-02-26,0.8697291767511633,0.25531914893617025,0.26595744680851063
2021-03-31,0.9069688696430499,0.23809523809523814,0.19047619047619047
2021-04-30,0.8931563306475758,0.33333333333333337,0.21693121693121697
2021-05-28,0.9758330592133411,0.17460317460317465,0.12169312169312174
2021-06-30,0.9734776373720151,0.14438502673796794,0.106951871657754
2021-07-30,0.9768300390759197,0.13297872340425532,0.12234042553191493
2021-08-31,0.9757979286272851,0.17112299465240643,0.12299465240641716
2021-09-30,0.974605742349463,0.17021276595744683,0.12765957446808507
2021-10-29,0.9689162996998747,0.16489361702127658,0.11702127659574468
2021-11-30,0.9557170746758374,0.22751322751322756,0.12698412698412698
2021-12-31,0.969881609580326,0.1693121693121693,0.12698412698412698
2022-01-31,0.9586111582669056,0.2094240837696335,0.17801047120418845
2022-02-28,0.8828837787027253,0.25520833333333337,0.26041666666666663
2022-03-31,0.9272722589942755,0.2731958762886598,0.21649484536082475
2022-04-29,0.964742319877771,0.15897435897435896,0.15384615384615385
2022-05-31,0.9648186692844275,0.19387755102040816,0.14795918367346939
2022-06-30,0.9723379144806572,0.1785714285714286,0.12755102040816324
2022-07-29,0.971274257526245,0.17766497461928932,0.12690355329949243
2022-08-31,0.9713616903881187,0.1515151515151515,0.15656565656565657
2022-09-30,0.9706279472367952,0.1515151515151515,0.09595959595959591
2022-10-31,0.9651817428558583,0.1767676767676768,0.10606060606060608
2022-11-30,0.9651411272383082,0.18686868686868685,0.1262626262626263
2022-12-30,0.9646090660822402,0.1725888324873096,0.14720812182741116
2023-01-31,0.9702141384772169,0.1624365482233503,0.12690355329949243
2023-02-28,0.8834732747050703,0.25888324873096447,0.25380710659898476
2023-03-31,0.9166296789232217,0.21717171717171713,0.14646464646464652
2023-04-28,0.9635428671363164,0.1767676767676768,0.10606060606060608
2023-05-31,0.9428278619810878,0.20707070707070707,0.1767676767676768
2023-06-30,0.9618529318805654,0.16666666666666663,0.16161616161616166
2023-07-31,0.9414425049939977,0.2233502538071066,0.15228426395939088
2023-08-31,0.9708442132999883,0.18781725888324874,0.12690355329949243
2023-09-29,0.9624704989739431,0.1717171717171717,0.1515151515151515
2023-10-31,0.9433601575365472,0.19191919191919193,0.14646464646464652
2023-11-30,0.9659633920307904,0.15736040609137059,0.1116751269035533
2023-12-29,0.9591535893927888,0.18781725888324874,0.15228426395939088
2024-01-31,0.9463157973870572,0.14720812182741116,0.1675126903553299
2024-02-29,0.8948591104931367,0.21212121212121215,0.2676767676767676
2024-03-28,0.9535688967544852,0.14646464646464652,0.1717171717171717
2024-04-30,0.9623835318153677,0.14646464646464652,0.1515151515151515
2024-05-31,0.9643788490315748,0.10152284263959388,0.13197969543147203
2024-06-28,0.9504979149761777,0.15228426395939088,0.15228426395939088
2024-07-31,0.9785256027523003,0.12182741116751272,0.12690355329949243
2024-08-30,0.9692995487290218,0.14720812182741116,0.13705583756345174
2024-09-30,0.9655409840926102,0.14213197969543145,0.12690355329949243
2024-10-31,0.9685567599156755,0.16836734693877553,0.12755102040816324
2024-11-29,0.9586654361606564,0.18367346938775508,0.1377551020408163
2024-12-31,0.9720886731786113,0.14871794871794874,0.11794871794871797
